case_id,seizure_date,year,month,origin_region,origin_country,destination_country,species,species_category,product_type,iucn_status,quantity,unit,estimated_value_usd,transport_method,seizure_location_type,enforcement_agency,arrests_made,case_status,origin_lat,origin_lon,destination_lat,destination_lon
WLC-0741,21-07-2016,2016,7,Africa,Cameroon,Germany,Black Rhino,Mammal,Horn,Critically Endangered,6.78,kg,592846.76,Air,Land Border Crossing,Environmental Crime Investigation Bureau,0,Prosecuted - Pending Trial,7.3697,12.3547,51.1657,10.4515
WLC-0903,21-07-2016,2016,7,Latin America,Peru,China,Reticulated Python,Reptile,Skin/Pelt,Least Concern,3,piece,280.51,Air,Postal/Courier Facility,Port Authority Task Force,3,Prosecuted - Pending Trial,-9.19,-75.0152,35.8617,104.1954
WLC-0056,23-07-2016,2016,7,Africa,Tanzania,Japan,African Elephant,Mammal,Ivory,Endangered,8.12,kg,12405.04,Sea,International Airport,National Parks & Wildlife Service,5,Prosecuted - Pending Trial,-6.369,34.8888,36.2048,138.2529
WLC-0581,01-08-2016,2016,8,Africa,Kenya,Hong Kong SAR,Leopard,Mammal,Skin/Pelt,Vulnerable,3,piece,9256.31,Air,Seaport / Container Terminal,Interpol-supported Joint Operation,0,Convicted,-0.0236,37.9062,22.3193,114.1694
WLC-0897,04-08-2016,2016,8,Asia,India,Qatar,Seahorse,Marine,Traditional Medicine,Vulnerable,5.74,kg,2570.06,Sea,International Airport,National Parks & Wildlife Service,1,Case Dismissed,20.5937,78.9629,25.3548,51.1839
WLC-0431,09-08-2016,2016,8,Africa,Kenya,Qatar,Totoaba,Marine,Swim Bladder,Critically Endangered,2.24,kg,37965.25,Land,International Airport,Customs & Border Protection,1,Prosecuted - Pending Trial,-0.0236,37.9062,25.3548,51.1839
WLC-0786,10-08-2016,2016,8,Africa,Nigeria,Thailand,Timber Rattlesnake,Reptile,Live Animal,Least Concern,4,live individual,363.25,Sea,International Airport,Port Authority Task Force,2,Under Investigation,9.082,8.6753,15.87,100.9925
WLC-0473,10-08-2016,2016,8,Africa,Democratic Republic of Congo,Hong Kong SAR,Shark (mixed species),Marine,Fins,Endangered,3.73,kg,1186.19,Air,Highway Checkpoint,Environmental Crime Investigation Bureau,4,Prosecuted - Pending Trial,-4.0383,21.7587,22.3193,114.1694
WLC-0346,14-08-2016,2016,8,Asia,China,Belgium,Radiated Tortoise,Reptile,Live Animal,Critically Endangered,19,live individual,9896.55,Postal/Courier,Seaport / Container Terminal,Port Authority Task Force,3,Closed - No Arrest,35.8617,104.1954,50.5039,4.4699
WLC-0757,16-08-2016,2016,8,Africa,Democratic Republic of Congo,South Korea,Green Sea Turtle,Marine,Shell,Endangered,3.8,kg,1260.85,Postal/Courier,Postal/Courier Facility,Interpol-supported Joint Operation,4,Under Investigation,-4.0383,21.7587,35.9078,127.7669
WLC-0035,18-08-2016,2016,8,Asia,Philippines,United Kingdom,Giant Clam,Marine,Shell,Vulnerable,1,piece,145.61,Sea,Postal/Courier Facility,National Parks & Wildlife Service,0,Closed - No Arrest,12.8797,121.774,55.3781,-3.436
WLC-0851,18-08-2016,2016,8,Africa,Nigeria,China,Helmeted Hornbill,Bird,Trophy,Critically Endangered,24,piece,118250.82,Sea,International Airport,Interpol-supported Joint Operation,3,Under Investigation,9.082,8.6753,35.8617,104.1954
WLC-0219,20-08-2016,2016,8,Asia,Laos,Singapore,Palm Cockatoo,Bird,Live Animal,Vulnerable,31,live individual,104884.27,Sea,Urban Wildlife Market,National Wildlife Crime Unit,1,Closed - No Arrest,19.8563,102.4955,1.3521,103.8198
WLC-0434,22-08-2016,2016,8,Asia,Vietnam,Hong Kong SAR,Indian Star Tortoise,Reptile,Live Animal,Vulnerable,23,live individual,2759,Sea,Land Border Crossing,Coast Guard Interdiction Unit,2,Prosecuted - Pending Trial,14.0583,108.2772,22.3193,114.1694
WLC-0406,23-08-2016,2016,8,Asia,Laos,Japan,Pangolin (Ground),Mammal,Scales,Endangered,6.35,kg,1704.36,Air,Postal/Courier Facility,National Parks & Wildlife Service,0,Under Investigation,19.8563,102.4955,36.2048,138.2529
WLC-0660,28-08-2016,2016,8,Africa,Zimbabwe,United States,Rosewood,Plant,Timber,Endangered,5.27,kg,16.55,Air,Private Residence,National Wildlife Crime Unit,2,Under Investigation,-19.0154,29.1549,37.0902,-95.7129
WLC-0260,01-09-2016,2016,9,Africa,Gabon,Thailand,Pangolin (Ground),Mammal,Scales,Endangered,14.96,kg,1699.22,Air,Urban Wildlife Market,Customs & Border Protection,2,Closed - No Arrest,-0.8037,11.6094,15.87,100.9925
WLC-0072,02-09-2016,2016,9,Africa,Cameroon,South Korea,African Elephant,Mammal,Ivory,Endangered,22.24,kg,29538.21,Sea,International Airport,Customs & Border Protection,4,Convicted,7.3697,12.3547,35.9078,127.7669
WLC-0101,04-09-2016,2016,9,Africa,South Africa,Japan,Timber Rattlesnake,Reptile,Live Animal,Least Concern,22,live individual,3134.78,Sea,Urban Wildlife Market,National Wildlife Crime Unit,5,Closed - No Arrest,-30.5595,22.9375,36.2048,138.2529
WLC-0014,16-09-2016,2016,9,Africa,Madagascar,Thailand,Reticulated Python,Reptile,Skin/Pelt,Least Concern,7,piece,846.51,Sea,Land Border Crossing,National Wildlife Crime Unit,4,Under Investigation,-18.7669,46.8691,15.87,100.9925
WLC-0278,16-09-2016,2016,9,Africa,Madagascar,Hong Kong SAR,Helmeted Hornbill,Bird,Trophy,Critically Endangered,20,piece,121051.33,Air,Seaport / Container Terminal,Port Authority Task Force,0,Under Investigation,-18.7669,46.8691,22.3193,114.1694
WLC-0541,03-10-2016,2016,10,Africa,Gabon,Singapore,Orchid (Wild),Plant,Live Animal,Vulnerable,3,piece,139.09,Sea,Private Residence,National Parks & Wildlife Service,0,Convicted,-0.8037,11.6094,1.3521,103.8198
WLC-0520,07-10-2016,2016,10,Africa,South Africa,France,White Rhino,Mammal,Horn,Near Threatened,10.12,kg,616944.24,Air,Postal/Courier Facility,Port Authority Task Force,4,Closed - No Arrest,-30.5595,22.9375,46.2276,2.2137
WLC-0126,09-10-2016,2016,10,Latin America,Peru,United States,Radiated Tortoise,Reptile,Live Animal,Critically Endangered,4,live individual,1885.82,Land,Postal/Courier Facility,Port Authority Task Force,5,Released - Insufficient Evidence,-9.19,-75.0152,37.0902,-95.7129
WLC-0863,09-10-2016,2016,10,Africa,Zimbabwe,China,Ginseng (Wild),Plant,Traditional Medicine,Endangered,2.17,kg,1374.44,Air,Urban Wildlife Market,Customs & Border Protection,5,Under Investigation,-19.0154,29.1549,35.8617,104.1954
WLC-0017,11-10-2016,2016,10,Asia,Cambodia,Belgium,Bushmeat (mixed species),Mammal,Bushmeat,Vulnerable,4.55,kg,32.19,Land,Land Border Crossing,Port Authority Task Force,3,Case Dismissed,12.5657,104.991,50.5039,4.4699
WLC-0181,12-10-2016,2016,10,Asia,Thailand,China,Green Sea Turtle,Marine,Shell,Endangered,1.4,kg,260.25,Sea,Highway Checkpoint,Port Authority Task Force,1,Prosecuted - Pending Trial,15.87,100.9925,35.8617,104.1954
WLC-0937,19-10-2016,2016,10,Africa,Madagascar,Thailand,Rosewood,Plant,Timber,Endangered,2.49,kg,7.97,Sea,Urban Wildlife Market,Customs & Border Protection,5,Closed - No Arrest,-18.7669,46.8691,15.87,100.9925
WLC-0503,21-10-2016,2016,10,Latin America,Brazil,United Kingdom,Tiger,Mammal,Bones,Endangered,1.12,kg,4815.25,Sea,Highway Checkpoint,National Parks & Wildlife Service,0,Closed - No Arrest,-14.235,-51.9253,55.3781,-3.436
WLC-0535,02-11-2016,2016,11,Latin America,Mexico,South Korea,Helmeted Hornbill,Bird,Trophy,Critically Endangered,24,piece,87713.83,Land,Highway Checkpoint,Environmental Crime Investigation Bureau,2,Under Investigation,23.6345,-102.5528,35.9078,127.7669
WLC-0734,12-11-2016,2016,11,Asia,Laos,China,Orchid (Wild),Plant,Live Animal,Vulnerable,17,piece,841.04,Air,Land Border Crossing,Interpol-supported Joint Operation,3,Convicted,19.8563,102.4955,35.8617,104.1954
WLC-0381,18-11-2016,2016,11,Africa,South Africa,Japan,Black Rhino,Mammal,Horn,Critically Endangered,1.4,kg,111930.83,Land,International Airport,Port Authority Task Force,0,Prosecuted - Pending Trial,-30.5595,22.9375,36.2048,138.2529
WLC-0100,19-11-2016,2016,11,Asia,Cambodia,France,Queen Conch,Marine,Shell,Vulnerable,23,piece,1206.73,Postal/Courier,Seaport / Container Terminal,National Wildlife Crime Unit,0,Closed - No Arrest,12.5657,104.991,46.2276,2.2137
WLC-0245,24-11-2016,2016,11,Asia,Thailand,United States,Pangolin (African),Mammal,Bushmeat,Endangered,0.5,kg,4.72,Air,Urban Wildlife Market,Customs & Border Protection,0,Released - Insufficient Evidence,15.87,100.9925,37.0902,-95.7129
WLC-0717,01-12-2016,2016,12,Asia,Malaysia,Hong Kong SAR,Pangolin (African),Mammal,Bushmeat,Endangered,3.11,kg,67.43,Sea,Land Border Crossing,Interpol-supported Joint Operation,0,Under Investigation,4.2105,101.9758,22.3193,114.1694
WLC-0755,02-12-2016,2016,12,Asia,Malaysia,Germany,White Rhino,Mammal,Horn,Near Threatened,1.62,kg,93679.58,Air,Urban Wildlife Market,Environmental Crime Investigation Bureau,4,Convicted,4.2105,101.9758,51.1657,10.4515
WLC-0009,03-12-2016,2016,12,Africa,Nigeria,United Kingdom,Bushmeat (mixed species),Mammal,Bushmeat,Vulnerable,2.98,kg,20.77,Sea,Postal/Courier Facility,Environmental Crime Investigation Bureau,2,Prosecuted - Pending Trial,9.082,8.6753,55.3781,-3.436
WLC-0536,06-12-2016,2016,12,Latin America,Ecuador,United Kingdom,Radiated Tortoise,Reptile,Live Animal,Critically Endangered,39,live individual,18980.93,Land,Seaport / Container Terminal,National Parks & Wildlife Service,3,Closed - No Arrest,-1.8312,-78.1834,55.3781,-3.436
WLC-0794,08-12-2016,2016,12,Africa,Mozambique,Singapore,White Rhino,Mammal,Horn,Near Threatened,15.55,kg,878883.59,Sea,Highway Checkpoint,Interpol-supported Joint Operation,1,Convicted,-18.6657,35.5296,1.3521,103.8198
WLC-0818,14-12-2016,2016,12,Africa,Madagascar,Japan,Saltwater Crocodile,Reptile,Skin/Pelt,Least Concern,6,piece,1663.28,Air,Highway Checkpoint,Customs & Border Protection,0,Prosecuted - Pending Trial,-18.7669,46.8691,36.2048,138.2529
WLC-0721,21-12-2016,2016,12,Africa,Uganda,Hong Kong SAR,Saker Falcon,Bird,Live Animal,Endangered,15,live individual,194923.11,Land,Seaport / Container Terminal,Environmental Crime Investigation Bureau,0,Closed - No Arrest,1.3733,32.2903,22.3193,114.1694
WLC-0191,27-12-2016,2016,12,Asia,Indonesia,South Korea,Jaguar,Mammal,Skin/Pelt,Near Threatened,5,piece,11611.69,Land,International Airport,Interpol-supported Joint Operation,3,Prosecuted - Pending Trial,-0.7893,113.9213,35.9078,127.7669
WLC-0629,28-12-2016,2016,12,Asia,Laos,South Korea,African Elephant,Mammal,Ivory,Endangered,2.19,kg,4326.32,Sea,Urban Wildlife Market,Customs & Border Protection,1,Under Investigation,19.8563,102.4955,35.9078,127.7669
WLC-0569,05-01-2017,2017,1,Africa,South Africa,Vietnam,Palm Cockatoo,Bird,Live Animal,Vulnerable,18,live individual,53277.22,Sea,Postal/Courier Facility,National Parks & Wildlife Service,2,Released - Insufficient Evidence,-30.5595,22.9375,14.0583,108.2772
WLC-0250,06-01-2017,2017,1,Africa,Cameroon,China,Shark (mixed species),Marine,Fins,Endangered,1.33,kg,545.49,Sea,Seaport / Container Terminal,National Parks & Wildlife Service,1,Released - Insufficient Evidence,7.3697,12.3547,35.8617,104.1954
WLC-0471,07-01-2017,2017,1,Asia,Laos,Thailand,Jaguar,Mammal,Skin/Pelt,Near Threatened,10,piece,23150.91,Sea,Private Residence,Environmental Crime Investigation Bureau,2,Closed - No Arrest,19.8563,102.4955,15.87,100.9925
WLC-0427,13-01-2017,2017,1,Latin America,Peru,Japan,Agarwood,Plant,Timber,Vulnerable,1.18,kg,182.54,Air,Urban Wildlife Market,Port Authority Task Force,3,Released - Insufficient Evidence,-9.19,-75.0152,36.2048,138.2529
WLC-0458,14-01-2017,2017,1,Africa,Democratic Republic of Congo,Qatar,Giant Clam,Marine,Shell,Vulnerable,15,piece,1273.68,Land,Postal/Courier Facility,Coast Guard Interdiction Unit,2,Under Investigation,-4.0383,21.7587,25.3548,51.1839
WLC-0234,17-01-2017,2017,1,Latin America,Mexico,Hong Kong SAR,Pangolin (African),Mammal,Bushmeat,Endangered,1.18,kg,17.35,Land,Land Border Crossing,National Wildlife Crime Unit,2,Prosecuted - Pending Trial,23.6345,-102.5528,22.3193,114.1694
WLC-0905,18-01-2017,2017,1,Africa,South Africa,South Korea,Seahorse,Marine,Traditional Medicine,Vulnerable,1.08,kg,545.17,Air,Land Border Crossing,Environmental Crime Investigation Bureau,2,Closed - No Arrest,-30.5595,22.9375,35.9078,127.7669
WLC-0402,22-01-2017,2017,1,Asia,Laos,Japan,Jaguar,Mammal,Skin/Pelt,Near Threatened,15,piece,23497.77,Land,Private Residence,National Wildlife Crime Unit,1,Prosecuted - Pending Trial,19.8563,102.4955,36.2048,138.2529
WLC-0387,24-01-2017,2017,1,Asia,Malaysia,Vietnam,African Elephant,Mammal,Ivory,Endangered,1.45,kg,2804.51,Land,Urban Wildlife Market,Customs & Border Protection,4,Convicted,4.2105,101.9758,14.0583,108.2772
WLC-0280,25-01-2017,2017,1,Africa,Democratic Republic of Congo,United Kingdom,African Elephant,Mammal,Ivory,Endangered,8.54,kg,15058.73,Air,Seaport / Container Terminal,Coast Guard Interdiction Unit,2,Case Dismissed,-4.0383,21.7587,55.3781,-3.436
WLC-0306,25-01-2017,2017,1,Africa,Gabon,Vietnam,Shark (mixed species),Marine,Fins,Endangered,1.08,kg,480.66,Sea,Seaport / Container Terminal,Port Authority Task Force,0,Convicted,-0.8037,11.6094,14.0583,108.2772
WLC-0351,25-01-2017,2017,1,Africa,Cameroon,Qatar,Leopard,Mammal,Skin/Pelt,Vulnerable,3,piece,5788.47,Air,Postal/Courier Facility,Customs & Border Protection,2,Under Investigation,7.3697,12.3547,25.3548,51.1839
WLC-0099,01-02-2017,2017,2,Africa,Zimbabwe,Qatar,African Elephant,Mammal,Ivory,Endangered,3.05,kg,5933.33,Land,Postal/Courier Facility,Interpol-supported Joint Operation,0,Prosecuted - Pending Trial,-19.0154,29.1549,25.3548,51.1839
WLC-0147,01-02-2017,2017,2,Africa,Mozambique,United Kingdom,Tiger,Mammal,Bones,Endangered,4.12,kg,29186.99,Air,Seaport / Container Terminal,Environmental Crime Investigation Bureau,3,Under Investigation,-18.6657,35.5296,55.3781,-3.436
WLC-0896,02-02-2017,2017,2,Asia,Thailand,Japan,Queen Conch,Marine,Shell,Vulnerable,5,piece,151.5,Land,Urban Wildlife Market,Port Authority Task Force,2,Case Dismissed,15.87,100.9925,36.2048,138.2529
WLC-0039,02-02-2017,2017,2,Asia,Vietnam,Hong Kong SAR,Seahorse,Marine,Traditional Medicine,Vulnerable,2.43,kg,1887.96,Land,Urban Wildlife Market,National Wildlife Crime Unit,2,Released - Insufficient Evidence,14.0583,108.2772,22.3193,114.1694
WLC-0274,07-02-2017,2017,2,Asia,China,Japan,Indian Star Tortoise,Reptile,Live Animal,Vulnerable,29,live individual,3931.27,Land,Seaport / Container Terminal,National Parks & Wildlife Service,2,Convicted,35.8617,104.1954,36.2048,138.2529
WLC-0568,16-02-2017,2017,2,Latin America,Ecuador,United Arab Emirates,Radiated Tortoise,Reptile,Live Animal,Critically Endangered,26,live individual,12645.97,Land,Postal/Courier Facility,Coast Guard Interdiction Unit,0,Under Investigation,-1.8312,-78.1834,23.4241,53.8478
WLC-0131,17-02-2017,2017,2,Africa,South Africa,United States,Queen Conch,Marine,Shell,Vulnerable,16,piece,515.7,Sea,Postal/Courier Facility,National Parks & Wildlife Service,2,Under Investigation,-30.5595,22.9375,37.0902,-95.7129
WLC-0142,20-02-2017,2017,2,Africa,Nigeria,Hong Kong SAR,Shark (mixed species),Marine,Fins,Endangered,1.5,kg,1090.77,Air,International Airport,Customs & Border Protection,1,Released - Insufficient Evidence,9.082,8.6753,22.3193,114.1694
WLC-0765,21-02-2017,2017,2,Africa,Mozambique,South Korea,White Rhino,Mammal,Horn,Near Threatened,0.94,kg,67452.89,Air,International Airport,National Wildlife Crime Unit,1,Under Investigation,-18.6657,35.5296,35.9078,127.7669
WLC-0891,28-02-2017,2017,2,Africa,Madagascar,Singapore,Giant Clam,Marine,Shell,Vulnerable,13,piece,978.78,Sea,International Airport,National Parks & Wildlife Service,0,Prosecuted - Pending Trial,-18.7669,46.8691,1.3521,103.8198
WLC-0085,09-03-2017,2017,3,Africa,South Africa,China,Palm Cockatoo,Bird,Live Animal,Vulnerable,18,live individual,98366.49,Air,Urban Wildlife Market,Interpol-supported Joint Operation,4,Prosecuted - Pending Trial,-30.5595,22.9375,35.8617,104.1954
WLC-0105,11-03-2017,2017,3,Africa,Zimbabwe,United Arab Emirates,Orchid (Wild),Plant,Live Animal,Vulnerable,8,piece,505.81,Sea,Land Border Crossing,National Parks & Wildlife Service,3,Convicted,-19.0154,29.1549,23.4241,53.8478
WLC-0880,26-03-2017,2017,3,Africa,Kenya,China,Timber Rattlesnake,Reptile,Live Animal,Least Concern,37,live individual,5283.42,Land,Land Border Crossing,National Parks & Wildlife Service,3,Case Dismissed,-0.0236,37.9062,35.8617,104.1954
WLC-0875,28-03-2017,2017,3,Asia,Laos,China,Saker Falcon,Bird,Live Animal,Endangered,34,live individual,522210.51,Air,Private Residence,Interpol-supported Joint Operation,3,Closed - No Arrest,19.8563,102.4955,35.8617,104.1954
WLC-0067,17-04-2017,2017,4,Latin America,Brazil,United States,Leopard,Mammal,Skin/Pelt,Vulnerable,1,piece,2249.46,Sea,Highway Checkpoint,Interpol-supported Joint Operation,1,Released - Insufficient Evidence,-14.235,-51.9253,37.0902,-95.7129
WLC-0325,25-04-2017,2017,4,Asia,Indonesia,Hong Kong SAR,Queen Conch,Marine,Shell,Vulnerable,9,piece,494.37,Sea,Land Border Crossing,Coast Guard Interdiction Unit,0,Under Investigation,-0.7893,113.9213,22.3193,114.1694
WLC-0018,28-04-2017,2017,4,Latin America,Bolivia,Hong Kong SAR,African Lion,Mammal,Bones,Vulnerable,22.11,kg,19579.45,Air,Postal/Courier Facility,National Parks & Wildlife Service,0,Convicted,-16.2902,-63.5887,22.3193,114.1694
WLC-0745,04-05-2017,2017,5,Asia,India,United States,Indian Star Tortoise,Reptile,Live Animal,Vulnerable,33,live individual,5182.76,Sea,Land Border Crossing,National Parks & Wildlife Service,2,Under Investigation,20.5937,78.9629,37.0902,-95.7129
WLC-0918,06-05-2017,2017,5,Africa,Namibia,Qatar,Shark (mixed species),Marine,Fins,Endangered,1.78,kg,998.92,Sea,Seaport / Container Terminal,National Parks & Wildlife Service,0,Under Investigation,-22.9576,18.4904,25.3548,51.1839
WLC-0792,08-05-2017,2017,5,Latin America,Peru,South Korea,Tiger,Mammal,Bones,Endangered,6.72,kg,27385.02,Air,Urban Wildlife Market,Coast Guard Interdiction Unit,1,Released - Insufficient Evidence,-9.19,-75.0152,35.9078,127.7669
WLC-0189,08-05-2017,2017,5,Africa,Kenya,Belgium,Grey Parrot,Bird,Live Animal,Endangered,37,live individual,24160.23,Air,Land Border Crossing,National Wildlife Crime Unit,0,Under Investigation,-0.0236,37.9062,50.5039,4.4699
WLC-0856,08-05-2017,2017,5,Asia,China,South Korea,White Rhino,Mammal,Horn,Near Threatened,6.82,kg,595285.03,Air,Private Residence,Customs & Border Protection,2,Released - Insufficient Evidence,35.8617,104.1954,35.9078,127.7669
WLC-0079,11-05-2017,2017,5,Africa,Cameroon,Thailand,Bushmeat (mixed species),Mammal,Bushmeat,Vulnerable,8.47,kg,65.61,Sea,Urban Wildlife Market,Interpol-supported Joint Operation,2,Closed - No Arrest,7.3697,12.3547,15.87,100.9925
WLC-0362,12-05-2017,2017,5,Asia,Laos,United States,Seahorse,Marine,Traditional Medicine,Vulnerable,0.59,kg,463.82,Sea,Postal/Courier Facility,National Parks & Wildlife Service,0,Case Dismissed,19.8563,102.4955,37.0902,-95.7129
WLC-0350,14-05-2017,2017,5,Asia,India,Vietnam,African Lion,Mammal,Bones,Vulnerable,2.76,kg,3734.27,Land,Private Residence,National Wildlife Crime Unit,1,Under Investigation,20.5937,78.9629,14.0583,108.2772
WLC-0910,20-05-2017,2017,5,Africa,Zimbabwe,Japan,White Rhino,Mammal,Horn,Near Threatened,11.44,kg,581796.33,Sea,Highway Checkpoint,Environmental Crime Investigation Bureau,3,Under Investigation,-19.0154,29.1549,36.2048,138.2529
WLC-0203,20-05-2017,2017,5,Asia,Laos,Japan,Saltwater Crocodile,Reptile,Skin/Pelt,Least Concern,21,piece,4171.87,Air,Land Border Crossing,Interpol-supported Joint Operation,3,Case Dismissed,19.8563,102.4955,36.2048,138.2529
WLC-0929,23-05-2017,2017,5,Africa,Gabon,China,Palm Cockatoo,Bird,Live Animal,Vulnerable,9,live individual,30505.4,Land,Land Border Crossing,National Wildlife Crime Unit,1,Closed - No Arrest,-0.8037,11.6094,35.8617,104.1954
WLC-0180,01-06-2017,2017,6,Africa,Nigeria,Japan,Queen Conch,Marine,Shell,Vulnerable,17,piece,636.72,Air,Land Border Crossing,Environmental Crime Investigation Bureau,2,Under Investigation,9.082,8.6753,36.2048,138.2529
WLC-0161,03-06-2017,2017,6,Asia,China,Vietnam,Grey Parrot,Bird,Live Animal,Endangered,22,live individual,11733.28,Sea,Urban Wildlife Market,Environmental Crime Investigation Bureau,1,Prosecuted - Pending Trial,35.8617,104.1954,14.0583,108.2772
